date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:05:23	81939/81939	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:23%20GMT	https://nuvei.com/pt-br/contacto/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/contacto/index.html	(from https://nuvei.com/pt-br/)
19:05:24	78105/78105	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:24%20GMT	https://nuvei.com/pt-br/developers-integrators/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/developers-integrators/index.html	(from https://nuvei.com/pt-br/)
19:05:26	76682/76682	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:26%20GMT	https://nuvei.com/pt-br/buscar/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/buscar/index.html	(from https://nuvei.com/pt-br/)
19:05:27	92131/92131	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:26%20GMT	https://nuvei.com/pt-br/seleccione-region-y-idioma/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/seleccione-region-y-idioma/index.html	(from https://nuvei.com/pt-br/)
19:05:27	770/770	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a969ea389c4e3959c53413ef717ecaf6-gzip%22	https://nuvei.com/pt-br/comments/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/comments/feed/index.html	(from https://nuvei.com/pt-br/)
19:05:27	747/747	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a969ea389c4e3959c53413ef717ecaf6-gzip%22	https://nuvei.com/pt-br/sample-page/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/sample-page/feed/index.html	(from https://nuvei.com/pt-br/)
19:05:27	75105/75105	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:28%20GMT	https://nuvei.com/pt-br/iniciar-sesion/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/iniciar-sesion/index.html	(from https://nuvei.com/pt-br/)
19:05:28	88721/88721	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:29%20GMT	https://nuvei.com/pt-br/contacto/consultas-para-duenos-de-negocios/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/contacto/consultas-para-duenos-de-negocios/index.html	(from https://nuvei.com/pt-br/)
19:05:28	210360/210360	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22612f0b6e-335b8%22	https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.eot	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.eot	(from https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/css/fa-light.min.css?ver=v8)
19:05:29	99219/99219	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:29%20GMT	https://nuvei.com/pt-br/soluciones/descripcion-general/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/soluciones/descripcion-general/index.html	(from https://nuvei.com/pt-br/)
19:05:30	110885/110885	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:30%20GMT	https://nuvei.com/pt-br/caracteristicas/adquisicion-global/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/caracteristicas/adquisicion-global/index.html	(from https://nuvei.com/pt-br/)
19:05:30	93784/93784	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:30%20GMT	https://nuvei.com/pt-br/compania/acerca-de/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/compania/acerca-de/index.html	(from https://nuvei.com/pt-br/)
19:05:30	210360/210360	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22612f0b6e-335b8%22	https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.eot?	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300d41d.eot	(from https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/css/fa-light.min.css?ver=v8)
19:05:30	84798/84798	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:32%20GMT	https://nuvei.com/pt-br/compania/comunicado-de-prensa/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/compania/comunicado-de-prensa/index.html	(from https://nuvei.com/pt-br/)
19:05:30	73468/73468	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6d-11efc%22	https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.woff2	(from https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/css/fa-light.min.css?ver=v8)
19:05:31	95280/95280	---M--	200	added ('OK')	font/woff	etag:%22612f0b6d-17430%22	https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.woff	(from https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/css/fa-light.min.css?ver=v8)
19:05:32	88173/88173	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:32%20GMT	https://nuvei.com/pt-br/contacto/atencion-al-cliente/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/contacto/atencion-al-cliente/index.html	(from https://nuvei.com/pt-br/)
19:05:32	89638/89638	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:33%20GMT	https://nuvei.com/pt-br/contacto/asistencia-en-la-integracion/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/contacto/asistencia-en-la-integracion/index.html	(from https://nuvei.com/pt-br/)
19:05:32	87576/87576	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:33%20GMT	https://nuvei.com/pt-br/contacto/oficina-del-ceo/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/contacto/oficina-del-ceo/index.html	(from https://nuvei.com/pt-br/)
19:05:32	94360/94360	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:34%20GMT	https://nuvei.com/pt-br/aviso-de-privacidade/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/aviso-de-privacidade/index.html	(from https://nuvei.com/pt-br/)
19:05:32	210144/210144	---M--	200	added ('OK')	application/octet-stream	etag:%22612f0b6d-334e0%22	https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.ttf	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.ttf	(from https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/css/fa-light.min.css?ver=v8)
19:05:33	88258/88258	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:34%20GMT	https://nuvei.com/pt-br/politicadecookies/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/politicadecookies/index.html	(from https://nuvei.com/pt-br/)
19:05:33	82130/82130	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:34%20GMT	https://nuvei.com/pt-br/termos-do-uso/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/termos-do-uso/index.html	(from https://nuvei.com/pt-br/)
19:05:33	776952/776952	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b71-bdaf8%22	https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/css/fontawesome/webfonts/fa-light-300.svg	(from https://nuvei.com/wp-content/themes/nuvei/css/fontawesome/css/fa-light.min.css?ver=v8)
19:05:33	80509/80509	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:05:35%20GMT	https://nuvei.com/pt-br/licencas-e-certificacao/	C:/My%20Web%20Sites/nuvei/nuvei.com/pt-br/licencas-e-certificacao/index.html	(from https://nuvei.com/pt-br/)
19:05:33	1105/1105	---M--	200	added ('OK')	image/gif	etag:%22612f0b6c-451%22	https://nuvei.com/wp-content/themes/nuvei/img/bg_diag_lines.gif	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/bg_diag_lines.gif	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:34	135/135	---M--	200	added ('OK')	image/png	etag:%22612f0b6c-87%22	https://nuvei.com/wp-content/themes/nuvei/img/background_line.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/background_line.png	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:34	4893/4893	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b6c-131d%22	https://nuvei.com/wp-content/themes/nuvei/img/propeller.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/propeller.svg	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:34	1253/1253	---M--	200	added ('OK')	image/png	etag:%22612f0b6c-4e5%22	https://nuvei.com/wp-content/themes/nuvei/img/menu_arrow.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/menu_arrow.png	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:34	19616/19616	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6c-4ca0%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-thin-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-thin-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:35	25244/25244	---M--	200	added ('OK')	font/woff	etag:%22612f0b6c-629c%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-thin-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-thin-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:35	20516/20516	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6c-5024%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-light-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-light-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:35	26512/26512	---M--	200	added ('OK')	font/woff	etag:%22612f0b6c-6790%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-light-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-light-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:36	20784/20784	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6d-5130%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-regular-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-regular-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:36	26988/26988	---M--	200	added ('OK')	font/woff	etag:%22612f0b6c-696c%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-regular-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-regular-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:36	20968/20968	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6c-51e8%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-semibold-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-semibold-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:36	27088/27088	---M--	200	added ('OK')	font/woff	etag:%22612f0b6c-69d0%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-semibold-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-semibold-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:37	20804/20804	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6c-5144%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-bold-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-bold-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:37	26976/26976	---M--	200	added ('OK')	font/woff	etag:%22612f0b6d-6960%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-bold-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-bold-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:37	20644/20644	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6c-50a4%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-extrabld-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-extrabld-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:37	26692/26692	---M--	200	added ('OK')	font/woff	etag:%22612f0b6c-6844%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-extrabld-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-extrabld-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:38	19936/19936	---M--	200	added ('OK')	font/woff2	etag:%22612f0b6c-4de0%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-black-webfont.woff2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-black-webfont.woff2	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:38	26120/26120	---M--	200	added ('OK')	font/woff	etag:%22612f0b6c-6608%22	https://nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-black-webfont.woff	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/compiledcss/fonts/proximanova-black-webfont.woff	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/theme.css?ver=v11.1)
19:05:38	1307/1307	---M--	200	added ('OK')	image/png	etag:%22612f0b6c-51b%22	https://nuvei.com/wp-content/themes/nuvei/img/bg_one-platform.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/bg_one-platform.png	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/axial.css?ver=5.5.5)
19:05:38	9147/9147	---M--	200	added ('OK')	image/png	etag:%22612f0b6c-23bb%22	https://nuvei.com/wp-content/themes/nuvei/img/bg-green-lines.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/bg-green-lines.png	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/axial.css?ver=5.5.5)
19:05:39	51470/51470	---M--	200	added ('OK')	image/png	etag:%22612f0b6d-c90e%22	https://nuvei.com/wp-content/themes/nuvei/img/integrate-nuvei-bg.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/integrate-nuvei-bg.png	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/axial.css?ver=5.5.5)
19:05:39	3035/3035	---M--	200	added ('OK')	image/png	etag:%22612f0b6c-bdb%22	https://nuvei.com/wp-content/themes/nuvei/img/features_background.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/features_background.png	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/axial.css?ver=5.5.5)
19:05:39	8542/8542	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b6c-215e%22	https://nuvei.com/wp-content/themes/nuvei/img/stripe-pattern-green.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/stripe-pattern-green.jpg	(from https://nuvei.com/wp-content/themes/nuvei/compiledcss/axial.css?ver=5.5.5)
19:05:40	2569/2569	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:05:41%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcontact%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embeda923.json	(from https://nuvei.com/contact/)
19:05:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:42%20GMT	https://nuvei.com/?p=1142	C:/My%20Web%20Sites/nuvei/nuvei.com/index4dbd.html	(from https://nuvei.com/contact/)
19:05:41	2709/2709	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:05:42%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed4f5e	(from https://nuvei.com/contact/)
19:05:41	1172/1172	---M--	200	added ('OK')	image/gif	etag:%22612f0b6c-494%22	https://nuvei.com/wp-content/themes/nuvei/img/arrow_down.gif	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/themes/nuvei/img/arrow_down.gif	(from https://nuvei.com/contact/)
19:05:41	148144/148144	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b6d-242b0%22	https://nuvei.com/wp-content/uploads/2018/10/bg_part_opp.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2018/10/bg_part_opp.jpg	(from https://nuvei.com/contact/)
19:05:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:43%20GMT	https://nuvei.com/en-ca/contact/partnership-opportunities/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/contact/partnership-opportunities/index.html	(from https://nuvei.com/contact/)
19:05:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:44%20GMT	https://nuvei.com/en-ca/contact/integration-assistance/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/contact/integration-assistance/index.html	(from https://nuvei.com/contact/)
19:05:44	2470/2470	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:05:44%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fdevelopers-integrators%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedb79e.json	(from https://nuvei.com/developers-integrators/)
19:05:44	17552/17552	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Wed,%2008%20Sep%202021%2011:05:44%20GMT	https://nuvei.com/zh-hans/%e5%bc%80%e5%8f%91%e4%ba%ba%e5%91%98%e4%b8%8e%e9%9b%86%e6%88%90%e5%95%86/	C:/My%20Web%20Sites/nuvei/nuvei.com/zh-hans/%e5%bc%80%e5%8f%91%e4%ba%ba%e5%91%98%e4%b8%8e%e9%9b%86%e6%88%90%e5%95%86/index.html	(from https://nuvei.com/developers-integrators/)
19:05:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:44%20GMT	https://nuvei.com/en-ca/contact/merchant-sales-inquiries/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/contact/merchant-sales-inquiries/index.html	(from https://nuvei.com/contact/)
19:05:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:44%20GMT	https://nuvei.com/en-ca/contact/customer-support/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/contact/customer-support/index.html	(from https://nuvei.com/contact/)
19:05:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:46%20GMT	https://nuvei.com/en-ca/developers-integrators/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/developers-integrators/index.html	(from https://nuvei.com/developers-integrators/)
19:05:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:46%20GMT	https://nuvei.com/?p=10235	C:/My%20Web%20Sites/nuvei/nuvei.com/indexb780.html	(from https://nuvei.com/developers-integrators/)
19:05:45	2598/2598	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:05:46%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fdevelopers-integrators%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embeda999	(from https://nuvei.com/developers-integrators/)
19:05:45	2422/2422	---M--	200	added ('OK')	image/png	etag:%22612f0b69-976%22	https://nuvei.com/wp-content/uploads/2020/07/icon-documentation-center.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/07/icon-documentation-center.png	(from https://nuvei.com/developers-integrators/)
19:05:45	1614/1614	---M--	200	added ('OK')	image/png	etag:%22612f0b69-64e%22	https://nuvei.com/wp-content/uploads/2020/07/icon-api-reference-doc.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/07/icon-api-reference-doc.png	(from https://nuvei.com/developers-integrators/)
19:05:46	581288/581288	---M--	200	added ('OK')	image/png	etag:%22612f0b6b-8dea8%22	https://nuvei.com/wp-content/uploads/2020/07/login-2.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/07/login-2.png	(from https://nuvei.com/developers-integrators/)
19:05:46	3168/3168	---M--	200	added ('OK')	image/png	etag:%22612f0b69-c60%22	https://nuvei.com/wp-content/uploads/2020/07/icon-innovation-center.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/07/icon-innovation-center.png	(from https://nuvei.com/developers-integrators/)
19:05:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:48%20GMT	https://nuvei.com/?p=10896	C:/My%20Web%20Sites/nuvei/nuvei.com/index4905.html	(from https://nuvei.com/search/)
19:05:46	2374/2374	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:05:48%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fsearch%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedf2ef.json	(from https://nuvei.com/search/)
19:05:47	2500/2500	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:05:49%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fsearch%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed497c	(from https://nuvei.com/search/)
19:05:47	70908/70908	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b68-114fc%22	https://nuvei.com/wp-content/uploads/2020/10/Scan-e1602005096444.jpeg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/10/Scan-e1602005096444.jpg	(from https://nuvei.com/search/)
19:05:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:50%20GMT	https://nuvei.com/en-ca/language-selector/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/language-selector/index.html	(from https://nuvei.com/language-selector/)
19:05:48	2429/2429	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:05:50%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Flanguage-selector%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedf5a7.json	(from https://nuvei.com/language-selector/)
19:05:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:50%20GMT	https://nuvei.com/?p=10907	C:/My%20Web%20Sites/nuvei/nuvei.com/index78e0.html	(from https://nuvei.com/language-selector/)
19:05:49	2555/2555	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:05:50%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Flanguage-selector%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed6550	(from https://nuvei.com/language-selector/)
19:05:49	3860/3860	---MCZ	200	added ('OK')	text/css	etag:W/%22612f0b72-f14%22	https://nuvei.com/wp-content/plugins/gravityforms/css/formreset.min.css?ver=2.4.24	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/plugins/gravityforms/css/formreset.mind935.css	(from https://nuvei.com/language-selector/)
19:05:49	139674/139674	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b68-2219a%22	https://nuvei.com/wp-content/uploads/2020/10/from-space-1.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/10/from-space-1.jpg	(from https://nuvei.com/language-selector/)
19:05:50	74370/74370	---MCZ	200	added ('OK')	text/css	etag:W/%22612f0b72-12282%22	https://nuvei.com/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.4.24	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/plugins/gravityforms/css/formsmain.mind935.css	(from https://nuvei.com/language-selector/)
19:05:50	30439/30439	---MCZ	200	added ('OK')	text/css	etag:W/%22612f0b72-76e7%22	https://nuvei.com/wp-content/plugins/gravityforms/css/readyclass.min.css?ver=2.4.24	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/plugins/gravityforms/css/readyclass.mind935.css	(from https://nuvei.com/language-selector/)
19:05:50	7545/7545	---MCZ	200	added ('OK')	text/css	etag:W/%22612f0b72-1d79%22	https://nuvei.com/wp-content/plugins/gravityforms/css/browsers.min.css?ver=2.4.24	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/plugins/gravityforms/css/browsers.mind935.css	(from https://nuvei.com/language-selector/)
19:05:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:05:52%20GMT	https://nuvei.com/en-ca/login/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/login/index.html	(from https://nuvei.com/login/)
